01.01.2020 6:41:49,01.01.2020 6:43:56,3,0,12,n,229,229,3,5,0
01.01.2020 6:04:30,01.01.2020 6:08:36,1,0,99,n,140,229,5,5,0
01.01.2020 6:10:41,01.01.2020 6:16:31,1,0,65,n,229,162,5,0
01.01.2020 6:53:18,01.01.2020 6:54:23,1,0,15,n,162,170,3,0
01.01.2020 6:50:19,01.01.2020 7:01:27,1,2,63,n,49,61,10,5,0
01.01.2020 6:16:49,01.01.2020 6:39:30,1,5,37,n,141,119,19,0
01.01.2020 6:18:56,01.01.2020 6:20:47,1,0,42,n,125,231,3,5,0
01.01.2020 6:08:14,01.01.2020 6:10:14,2,0,24,n,42,42,3,5,0,8
01.01.2020 6:35:35,01.01.2020 6:44:55,2,1,49,n,158,211,8,2,95
01.01.2020 6:26:20,01.01.2020 6:46:16,1,5,78,n,141,144,20,0
01.01.2020 6:50:41,01.01.2020 7:34:05,4,16,38,n,68,259,50,0
01.01.2020 6:52:47,01.01.2020 7:17:25,1,10,85,n,236,18,31,5,0
01.01.2020 6:07:04,01.01.2020 6:24:01,1,2,48,n,263,143,12,5,0
01.01.2020 6:01:54,01.01.2020 6:10:17,2,1,86,n,229,236,8,0
01.01.2020 5:55:08,01.01.2020 5:56:11,1,0,n,107,107,3,0
01.01.2020 6:42:35,01.01.2020 6:44:33,3,0,75,n,263,236,4,0
01.01.2020 6:41:32,01.01.2020 6:43:05,1,0,11,n,142,143,3,0
01.01.2020 6:40:36,01.01.2020 6:42:14,1,0,52,n,237,236,3,5,0
01.01.2020 6:41:28,01.01.2020 7:12:02,1,9,57,n,88,146,31,0
01.01.2020 6:53:01,01.01.2020 6:54:42,3,0,15,n,164,164,3,0
01.01.2020 6:35:06,01.01.2020 6:40:59,1,0,96,n,13,88,6,5,0
01.01.2020 6:59:01,01.01.2020 7:00:53,1,0,n,233,233,90,0
01.01.2020 6:30:10,01.01.2020 6:37:37,2,1,1,n,181,181,7,2,05
01.01.2020 6:56:28,01.01.2020 7:01:32,1,0,87,n,113,114,5,5,0
01.01.2020 6:13:50,01.01.2020 6:14:59,1,0,35,n,132,132,3,5,0
01.01.2020 6:47:22,01.01.2020 6:49:50,1,0,18,n,161,230,3,5,0
01.01.2020 6:58:07,01.01.2020 7:01:48,2,0,71,n,79,137,4,5,0
01.01.2020 6:08:15,01.01.2020 6:15:04,2,1,34,n,186,158,6,5,0
01.01.2020 6:08:11,01.01.2020 6:09:04,1,0,n,229,229,2,5,0
01.01.2020 6:42:54,01.01.2020 6:56:40,1,2,2,n,162,48,11,2,95
01.01.2020 6:17:27,01.01.2020 6:27:36,2,1,65,n,107,100,9,0
01.01.2020 6:58:44,01.01.2020 7:02:23,1,0,7,n,170,107,4,5,0
01.01.2020 6:58:44,01.01.2020 6:59:50,1,0,02,n,261,261,2,5,0
01.01.2020 6:05:05,01.01.2020 6:11:14,1,0,94,n,246,100,6,0
01.01.2020 6:00:07,01.01.2020 6:21:36,1,3,32,n,164,231,15,5,0
01.01.2020 6:33:10,01.01.2020 7:06:57,1,5,9,n,161,226,25,0
01.01.2020 6:26:05,01.01.2020 6:31:33,1,0,97,n,68,234,6,0
01.01.2020 6:34:22,02.01.2020 5:34:56,1,0,77,n,263,141,5,0
01.01.2020 6:05:34,01.01.2020 6:05:58,1,0,n,61,61,2,5,0
01.01.2020 6:02:45,01.01.2020 6:12:55,1,0,51,n,48,48,7,5,0
01.01.2020 6:11:25,01.01.2020 6:12:02,1,0,02,n,164,164,2,5,0
01.01.2020 6:33:25,01.01.2020 6:35:28,1,0,17,n,79,79,3,5,0
01.01.2020 6:33:07,01.01.2020 6:34:11,1,0,n,4,4,3,0
01.01.2020 7:14:34,01.01.2020 7:14:58,2,0,06,n,161,161,2,5,0
01.01.2020 7:16:26,01.01.2020 7:22:04,1,0,71,n,161,100,23,0
01.01.2020 7:59:50,01.01.2020 8:00:22,5,0,05,n,107,107,2,5,0
01.01.2020 7:05:37,01.01.2020 7:19:43,1,1,9,n,224,68,10,5,2
01.01.2020 5:22:33,01.01.2020 5:28:55,2,1,2,n,263,43,6,5,2
